IDISK CUI,IDISK AUI,TERM,UMLS CUI,MISSINGNESS TYPE,INGREDIENT TYPE,Notes (Optional),IGNORE
NMCD0477466,DA0143984,Ono,C0020786,,,Incorrectly Mapped,
NMCD0477466,DA0143985,Igname Amère,C1196749,SEMANTIC,LIVING BEING,,
NMCD0477466,DA0143986,Name Amargo,C1196749,SEMANTIC,LIVING BEING,,
NMCD0477466,DA0143987,Dioscorea dumetorum,C1196749,,,,
NMCD0477466,DA0143988,Bitter Yam,C1196749,,,,
NMCD0477466,DA0143989,Inhame-bravo,C1196749,SEMANTIC,LIVING BEING,,
NMCD0477466,DA0143990,Esuri Yam,C1196749,SEMANTIC,LIVING BEING,,
NMCD0477466,DA0143991,Name de Tres Hojas,C1196749,SEMANTIC,LIVING BEING,,
NMCD0477466,DA0143993,Esuru,C1196749,SEMANTIC,LIVING BEING,,
NMCD0477466,DA0143994,Ikamba,C1196749,SEMANTIC,LIVING BEING,,
NMCD_NHPID_MSKCC0477502,DA0145354,Bovine Immunoglobulin,C3281762,LEXICAL,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145355,Colostrum de Lait de Vache,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145356,Bovine Colostrum,C3281762,LEXICAL,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145357,Colostrum bovin,C3281762,LEXICAL,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145358,Colostrum Bovin,C3281762,LEXICAL,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145360,Goat Colostrum,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145361,Calostro,"C0009413, C0009413",,,,
NMCD_NHPID_MSKCC0477502,DA0145362,Hyperimmune Bovine Colostrum,"C1366263, C1366263",,,,
NMCD_NHPID_MSKCC0477502,DA0145363,Bos taurus colostrum preparation,"C3256127, C3256127",,,,
NMCD_NHPID_MSKCC0477502,DA0145366,Immunoglobuline Bovine,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145367,Cow milk Colostrum,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145369,Colostrum de Chèvre,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145370,Cow Milk Colostrum,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145371,Colostrum Bovin Hyperimmune,C1366263,LEXICAL,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145372,Bovine Lacteal Compounds,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145373,Protogala,C3281762,SEMANTIC,CHEM/RX,,
NMCD_NHPID_MSKCC0477502,DA0145376,Lait Colostral,C3281762,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146156,Ácido Cafeico,C0054433,LEXICAL,CHEM/RX,,
NMCD0477537,DA0146157,"3,4-DA",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146158,"3,4-Dihydroxybenzeneacrylic Acid",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146159,"3-(3,4-Dihydroxyphenyl)Propenoic Acid",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146160,Caffeic Acid,"C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433",,,,
NMCD0477537,DA0146161,"4-(2-Carboxyethenyl)-1,2-Dihydroxybenzene",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146162,"4-(2'-Carboxyvinyl)-1,2-Dihydroxybenzene",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146163,"3,4-Dihydroxycinnamic Acid, 2-Propenoic Acid",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146164,"3-(3,4-dihydroxyphenyl)",C0054433,SEMANTIC,CHEM/RX,,Y
NMCD0477537,DA0146165,"3-(3,4-Dihydroxy Phenyl)-2-Propenoic Acid",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146166,"(2E)-3-(3,4-Dihydroxyphenyl)-2-Propenoic Acid",C0054433,SEMANTIC,CHEM/RX,,
NMCD0477537,DA0146167,"3,4-dihydroxycinnamic acid","C0054433, C0054433",,,,
NMCD0477537,DA0146168,Acide Caféique,C0054433,LEXICAL,CHEM/RX,,
NMCD0477537,DA0146169,caffeic acid,"C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433, C0054433",,,,
NMCD0477544,DA0146302,Poop Taam Ujts,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146303,Simonillo,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146304,Sacatechichi,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146305,Calea rugosa,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146306,Amula,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146307,Tzikin,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146308,Calea,C1207678,,,,
NMCD0477544,DA0146309,Yerbaamarga,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146310,Dream Herb,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146311,Hoja Madre,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146312,Bitter Gum,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146313,Mala Hierba,C2936212,,,,
NMCD0477544,DA0146314,Yerba Amarga,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146315,Zacachichic,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146316,Thle-Pela-Kano (Chontal),C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146317,Calea Zacatechichi,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146318,Paiston,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146319,Falso Simonillo,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146320,Zacatechi,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146321,Sacachichic,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146322,Jaral,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146323,Zacachichi,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146324,Juralillo,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146325,Zacatechichi,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146326,Dove's Plant,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146327,Sacachcichic,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146328,Atanasia Amarga,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146329,Mexican Calea,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146330,Prodigiosa,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146331,Hierba Amarga,C0331367,,,,
NMCD0477544,DA0146332,Pux Lat'em,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146333,XikinKe,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146334,Betonica,"C1083570, C1083570, C1083570, C1083570",,,,
NMCD0477544,DA0146335,Bitter Plant of the Mountains,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146336,White Bitter Herb,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146337,Techichic,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146338,Cochitzapotl,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146339,Calea zacatechichi Schlechtendal,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146340,Calea ternifolia,C3927248,,,,
NMCD0477544,DA0146341,Raccoon's Trachea,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146342,Chapote,C1006888,,,,
NMCD0477544,DA0146343,Dog Grass,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146344,Tepetlachichixihuitl,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146345,Aztec Dream Grass,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146346,Leaf of the Mother,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146347,Bitter Plant,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146348,Oaxaquena,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146349,Calydermos rugosus,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146350,Zacate de Perro,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146351,Thle-Pelacano,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146352,X-Tzicinil,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146353,Zacate Amargo,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146354,The One From Oaxaca,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146355,Tam Huni,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146356,Tzicinil,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146357,Bejuco Chismuyo,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146358,Matasano,C1027017,,,,
NMCD0477544,DA0146359,Aschenbornia heteropoda,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146360,Iztactzapotl,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146361,Jaralillo,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146362,Xtsikinil,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146363,Chichicxihuitl (Nahuatl),C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146364,Ahuapatli,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146365,Leaf of God,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146366,Tsuleek'ethem,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146367,Bitter Grass,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477544,DA0146368,Calea nelsonii,C3927248,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147045,Caralluma Extract,C2718449,LEXICAL,LIVING BEING,,
NMCD0477567,DA0147046,Makad Shenguli,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147047,Caraluma Pregnane Glycosides,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147048,Caralluma Fimbriata Extract,C2718449,,,,
NMCD0477567,DA0147049,Wild Succulent Cactus,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147050,Ranshabar,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147051,Extrait de Caralluma Fimbriata,C2718449,LEXICAL,LIVING BEING,,
NMCD0477567,DA0147052,Kallimudayan,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147053,Extrait de Caralluma,C2718449,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147054,Caralluma adscendens,C1218344,,,,
NMCD0477567,DA0147055,Karallamu,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147056,Caralluma,"C1058113, C1058113, C1058113, C1058113, C1058113, C1058113, C1058113",,,,
NMCD0477567,DA0147057,Caralluma fimbriata,C2718448,,,,
NMCD0477567,DA0147058,Caraluma,C1058113,LEXICAL,LIVING BEING,,
NMCD0477567,DA0147059,Yugmaphallottama,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147060,Shindala Makadi,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147062,Kullee Mooliyan,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477567,DA0147063,C. Fimbriate,C2718448,LEXICAL,LIVING BEING,,
NMCD0477567,DA0147064,Caralluma Cactus,C2718448,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147304,Gnaphalium dioicum,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147305,Katsenpfotchenbluten,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147306,Cat's Ear Flower,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147307,Pied de Chat Dioïque,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147308,Life Everlasting,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147309,Antennaria dioica,C1014382,,,,
NMCD0477574,DA0147310,Antennaire,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147311,Cat's Foot,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147312,Cat hair antigen,C1443200,,,,
NMCD0477574,DA0147313,Patte de Chat,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147314,Mountain Everlasting,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147315,Antennariase Dioicae Flos,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147316,Antennaire Dioïque,C1014382,LEXICAL,LIVING BEING,,
NMCD0477574,DA0147317,Cudweed,C1014382,SEMANTIC,LIVING BEING,,
NMCD0477574,DA0147318,Pie de Gato,C1014382,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147319,Cachou de Pegu,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147320,Cashou,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147321,Khair,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147322,Gambier,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147323,Cutchtree,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147324,Uncaria Gambier Leaf/Twig Extract,C3832604,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147325,Uncaria gambir,C3832604,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147326,Terra Japonica,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147327,Dark Catechu,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147328,Black Catechu,"C3834079, C3834079",,,,
NHPID_NMCD0477575,DA0147329,Pegu Catechu,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147330,Extrait de Brindille/Feuille d'Uncaria Gambier,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147331,Cachou Noir,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147332,Catechu Nigrum,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147333,Er Cha,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147334,Acacia catechu,"C1135823, C1135823, C1135823, C1135823",,,,
NHPID_NMCD0477575,DA0147335,Khoyer,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147336,Senegalia catechu,C1135823,,,,
NHPID_NMCD0477575,DA0147337,Cutch,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147338,Catechins,C0007404,,,,
NHPID_NMCD0477575,DA0147339,Ourouparia gambir,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147340,Khadira,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147341,Acacia à Cachou,C1135823,,,,
NHPID_NMCD0477575,DA0147342,Cachou,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147343,Gambir,"C1010860, C4018614",,,,
NHPID_NMCD0477575,DA0147344,Japan Earth,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147345,Nauclea gambir,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147346,Pale Catechu,C1337309,,,,
NHPID_NMCD0477575,DA0147347,Catéchines,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147348,Catechin,"C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404, C0007404",,,,
NHPID_NMCD0477575,DA0147349,Cube Gambir,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147351,Acacia Catechu Heartwood Extract,C4291351,LEXICAL,LIVING BEING,,
NHPID_NMCD0477575,DA0147352,Acacia Cashoo,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147353,Cachou Pâle,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147354,White Cutch,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147355,Mimosa catechu,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147356,Catecu,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147357,Black Cutch,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147358,Catechu,"C0007404, C0007404, C0007404, C0007404, C0331487, C0331487",,,,
NHPID_NMCD0477575,DA0147359,Kher,C1135823,SEMANTIC,LIVING BEING,,
NHPID_NMCD0477575,DA0147360,Gambir Catechu,C1135823,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147483,Laranjeira-do-Mato,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147484,Cordia salicifolia,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147485,Coquelicot,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147486,Pilule Amincissante Brésilienne,C1468587,LEXICAL,LIVING BEING,,
NMCD0477582,DA0147487,Cha de Bugre,C1468587,LEXICAL,LIVING BEING,,
NMCD0477582,DA0147488,Cordia ecalyculata,C1468587,,,,
NMCD0477582,DA0147489,Bugre's Tea,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147490,Claraiba,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147491,Café des Bois,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147492,Porangaba,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147493,Bugrinho,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147494,Boid d'Inde,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147495,Brazilian Diet Pill,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147496,Cha-de-Negro-Mina,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147497,Louro-Mole,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147498,Café de la Forêt,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147500,Grao-do-Porco,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147501,Cafezinho,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147502,Coffee of the Woods,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147503,Chá de Bugre,C1468587,LEXICAL,LIVING BEING,,
NMCD0477582,DA0147504,Pholia Magra,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147505,Cha de Frade,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147506,Cafe do Mato,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147507,Bois d'ine,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147508,Louro-Salgueiro,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147509,Cafe de Bugre,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477582,DA0147510,Rabugem,C1468587,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147511,Champignon de l’Immortalité,C1079248,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147512,Inonotus obliquus,C1079248,,,,
NMCD0477583,DA0147513,Clinker Polypore,C1079248,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147514,Siberian Chaga,C1079248,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147515,Diamant de la Forêt,C1079248,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147516,Cinder Conk,C1079248,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147517,Chaga Conk,C1079248,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147518,Don de Dieu,C1079248,SEMANTIC,LIVING BEING,,
NMCD0477583,DA0147519,Inonotus obliquus preparation,C0697125,,,,
NMCD0477583,DA0147520,Chaga,C0697125,,,,
NMCD0477583,DA0147521,Tchaga,C0697125,LEXICAL,LIVING BEING,,
NMCD0477583,DA0147522,Birch Mushroom,C0697125,LEXICAL,LIVING BEING,,
NHPID_NMCD0477593,DA0147715,Minerals,"C0026162, C0026162, C0026162, C0026162, C0026162, C0026162, C0026162, C0026162, C0026162, C0026162",,,,
NHPID_NMCD0477593,DA0147716,Chelated Chromium,C0795594,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147720,Concentré de minéraux marins,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147721,Bioelectrical Minerals,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147722,Oligo-Éléments Colloïdaux,C0040577,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147724,Potassium Chélaté,C0872910,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147725,Mineral-amino acid complex,C1366025,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147726,Humic Shale,C1288290,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147727,Colloidal Minerals,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147728,Ocean Mineral Concentrate,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147729,SierrasSil® Mineral complex,C0055863,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147730,Chelated Copper,C0009968,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147731,Plant-Derived Liquid Minerals,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147732,Minerales Coloidales,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147733,Clay,"C0055863, C0055863, C0055863, C0055863, C3841393",,,,
NHPID_NMCD0477593,DA0147734,Zinc Chélaté,C0795680,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147735,Vanadium Chélaté,C0042306,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147736,Chelated Potassium,C0872910,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147737,Minéraux Chélatés,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147738,Chelated Vanadium,C0042306,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147740,Bore Chélaté,C4733768,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147741,Chelated Magnesium,"C0719248, C0719248, C0719248",,,,
NHPID_NMCD0477593,DA0147742,Molybdène Chélaté,C0026402,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147743,Minerales Quelados,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147744,Chelated Molybdenum,C0026402,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147745,Silicate mineral complex,C0086983,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147746,Chelated Selenium,C0036581,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147747,Chelated Manganese,C0719248,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147748,Chelated Cobalt,C0009149,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147749,Manganèse Chélaté,C0719248,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147750,Chelated Iron,"C0022086, C0022086, C0022086",,,,
NHPID_NMCD0477593,DA0147751,Chelated Minerals,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147752,Clay Suspension Products,C0055863,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147753,Colloidal Trace Minerals,C2145047,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147754,Concentre de mineraux marins,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147755,Chelated Trace Minerals,C2145047,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147756,Cobalt Chélaté,C0009149,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147757,Chelated Zinc,C0795680,,,,
NHPID_NMCD0477593,DA0147758,Minéraux Colloïdaux,C0026162,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147759,Magnésium Chélaté,C0719248,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147760,Fer Chélaté,C0022086,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147761,Argile,C0055863,,,,
NHPID_NMCD0477593,DA0147762,calcium chelate,C0301656,,,,
NHPID_NMCD0477593,DA0147763,Schiste Humique,C0020166,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147764,Complexe minéral de silicate,C0086983,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147765,Anhydrous aluminum silicates,C0002377,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147766,Cuivre Chélaté,C0009968,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147767,boron chelate,C4733768,,,,
NHPID_NMCD0477593,DA0147768,Chrome Chélaté,C0795594,LEXICAL,CHEM/RX,,
NHPID_NMCD0477593,DA0147769,Sélénium Chélaté,C0036581,SEMANTIC,CHEM/RX,,
NHPID_NMCD0477593,DA0147770,Chelated Calcium,"C0301656, C0301656, C0301656",,,,
NMCD0477608,DA0148089,Herbe aux Plaies,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148090,Clary Wort,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148091,Clear Eye,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148092,Muskatellersalbei,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148093,Orvale,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148094,Sclarée,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148095,Clary Sage,"C1337310, C1337310, C1337310",,,,
NMCD0477608,DA0148096,Salvia Romana,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148097,Muskatellsalvia,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148098,Sauge Sclarée,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148099,Toute-Bonne,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148100,Clary,C1337310,LEXICAL,LIVING BEING,,
NMCD0477608,DA0148101,Sauge Musquée,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148102,See Bright,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148103,Muscatel Sage,C1337310,SEMANTIC,LIVING BEING,,
NMCD0477608,DA0148104,Clary sage extract,"C1337310, C1337310",,,,
