IDISK CUI,IDISK AUI,TERM,UMLS CUI,MISSINGNESS TYPE,INGREDIENT TYPE,Notes (Optional),IGNORE
NHPID_DSLD_NMCD0478376,DA0170855,Adansonsia sphaerocarpa,,,,,
NHPID_DSLD_NMCD0478376,DA0170856,Baobab Prstnatý,,,,,
NHPID_DSLD_NMCD0478376,DA0170857,Baobab Africain,,,,,
NHPID_DSLD_NMCD0478376,DA0170858,Hou Mian Bao Shu,,,,,
NHPID_DSLD_NMCD0478376,DA0170860,Bozobe,,,,,
NHPID_DSLD_NMCD0478376,DA0170861,Adansonie d'Afrique,,,,,
NHPID_DSLD_NMCD0478376,DA0170862,Arbre de Mille Ans,,,,,
NHPID_DSLD_NMCD0478376,DA0170863,Gros Mapou,,,,,
NHPID_DSLD_NMCD0478376,DA0170864,Baobab Afrykanski,,,,,
NHPID_DSLD_NMCD0478376,DA0170865,Baobaba,,,,,
NHPID_DSLD_NMCD0478376,DA0170866,Boaboa,,,,,
NHPID_DSLD_NMCD0478376,DA0170867,Abebrødstræ,,,,,
NHPID_DSLD_NMCD0478376,DA0170868,Imbondeiro,,,,,
NHPID_DSLD_NMCD0478376,DA0170869,Ethiopian Sour Bread,,,,,
NHPID_DSLD_NMCD0478376,DA0170870,Baoba,,,,,
NHPID_DSLD_NMCD0478376,DA0170871,Afrikaanse Kremetart,,,,,
NHPID_DSLD_NMCD0478376,DA0170872,Boringy,,,,,
NHPID_DSLD_NMCD0478376,DA0170873,Mboio,,,,,
NMCD0478399,DA0171431,Shea Buttertree,,,,,
NMCD0478399,DA0171432,Karite Nut,,,,,
NMCD0478399,DA0171433,Bambouk,,,,,
NMCD0478399,DA0171434,Sheasmörträd,,,,,
NMCD0478399,DA0171435,Butirospermo,,,,,
NMCD0478399,DA0171436,Beurre de Galan,,,,,
NMCD0478399,DA0171437,Schibutterbaum,,,,,
NMCD0478399,DA0171438,Beurre de Karité,,,,,
NMCD0478399,DA0171439,Cárei,,,,,
NMCD0478399,DA0171440,Árbol Montequero,,,,,
NMCD0478399,DA0171441,Sheatree,,,,,
NMCD0478399,DA0171442,Vitellaria paradoxa,"C1682088, C1682088",,,,
NMCD0478399,DA0171443,Karité,,,,,
NMCD0478399,DA0171444,Shea Butter,"C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066",,,,
NMCD0478399,DA0171445,Galam Buttertree,,,,,
NMCD0478399,DA0171446,Arbre À Beurre,,,,,
NMCD0478399,DA0171447,Manteca de karité,,,,,
NMCD0478399,DA0171448,Shea butter,"C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066, C1366066",,,,
NMCD0478399,DA0171449,Buttertree,,,,,
NMCD0478399,DA0171450,Butyrospermum paradoxum,C1682088,,,,
NMCD0478399,DA0171451,Bassia parkii,,,,,
NMCD0478399,DA0171452,Carité,,,,,
NMCD0478399,DA0171453,Butyrospermum parkii,C1682088,,,,
DSLD_NMCD0478420,DA0171994,Santalum Rubrum,,,,,
DSLD_NMCD0478420,DA0171995,Santali Lignum Rubrum,,,,,
DSLD_NMCD0478420,DA0171996,Sanderswood,,,,,
DSLD_NMCD0478420,DA0171997,Sándalo,"C1005958, C1706570",,,,
DSLD_NMCD0478420,DA0171998,Red Saunders,C0937874,,,,
DSLD_NMCD0478420,DA0171999,Rakta Chandan,,,,,
DSLD_NMCD0478420,DA0172000,Sappan,,,,,
DSLD_NMCD0478420,DA0172001,White Sandalwood,,,,,
DSLD_NMCD0478420,DA0172002,Sandal Tree,,,,,
DSLD_NMCD0478420,DA0172003,Santalum album,"C1005959, C1005959, C1005959, C3538241",,,,
DSLD_NMCD0478420,DA0172004,Pterocarpus santalinus,C3381197,,,,
DSLD_NMCD0478420,DA0172005,Chandan,,,,,
DSLD_NMCD0478420,DA0172006,Yellow Sandalwood,,,,,
DSLD_NMCD0478420,DA0172007,Santal,,,,,
DSLD_NMCD0478420,DA0172008,Sandalwood,"C1005958, C1005958, C1706570, C1706570, C1706570",,,,
DSLD_NMCD0478420,DA0172009,White Saunders,,,,,
DSLD_NMCD0478420,DA0172010,Santal Citrin,,,,,
DSLD_NMCD0478420,DA0172011,Bois de Santal Rouge,,,,,
DSLD_NMCD0478420,DA0172012,Santal Oil,"C0304115, C0304115",,,,
DSLD_NMCD0478420,DA0172014,Sándalo Rojo,,,,,
DSLD_NMCD0478420,DA0172015,Bois de Santal Blanc,,,,,
DSLD_NMCD0478420,DA0172016,Sandalwood Padauk,,,,,
DSLD_NMCD0478420,DA0172017,Ananditam,,,,,
DSLD_NMCD0478420,DA0172018,Santalum,"C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958, C1005958",,,,
DSLD_NMCD0478420,DA0172019,Santali Lignum Albi,,,,,
DSLD_NMCD0478420,DA0172021,Safed-Chandan,,,,,
DSLD_NMCD0478420,DA0172022,Huile de Santal Blanc,,,,,
DSLD_NMCD0478420,DA0172023,Taliaparnam,,,,,
DSLD_NMCD0478420,DA0172024,East Indian Sandalwood,,,,,
DSLD_NMCD0478420,DA0172025,Chandana,,,,,
DSLD_NMCD0478420,DA0172027,Oil of Sandalwood,,,,,
DSLD_NMCD0478420,DA0172028,Santal Rouge,,,,,
DSLD_NMCD0478420,DA0172029,Yellow Saunders,,,,,
DSLD_NMCD0478420,DA0172030,Swet Chandan,,,,,
DSLD_NMCD0478420,DA0172031,Red Sandalwood,,,,,
DSLD_NMCD0478420,DA0172032,Santal Blanc,C1005958,,,,
DSLD_NMCD0478420,DA0172034,Red Sanderswood,,,,,
DSLD_NMCD0478420,DA0172036,Tan Xiang,,,,,
DSLD_NMCD0478420,DA0172037,Bois de Santal Jaune,,,,,
DSLD_NMCD0478420,DA0172038,Rubywood,,,,,
DSLD0482246,DA0179151,Acidophilus,"C0718215, C0718215, C0718215",,,,
DSLD0482246,DA0179152,Acidophilus Lactobacilus,,,,,
DSLD0482246,DA0179153,L-acidophilus [DDS-1],,,,,
DSLD0482246,DA0179154,L-Acidophilus,,,,,
DSLD0482246,DA0179155,ACIDOPHILUS,"C0718215, C0718215, C0718215",,,,
DSLD0482246,DA0179156,Proprietary Acidophilus Blend,,,,,
DSLD0482246,DA0179157,L. acidophilus,,,,,
DSLD0482246,DA0179158,Acidiphilus,,,,,
DSLD0482246,DA0179159,L. acidophilus La-14,,,,,
NHPID_DSLD_NMCD0482331,DA0179926,"3R,3'S-astaxanthin",,,,,
NHPID_DSLD_NMCD0482331,DA0179927,"3,3'-dihydroxy-4,4'-diketo-beta-carotene",,,,,
NHPID_DSLD_NMCD0482331,DA0179928,"3S,3'S-astaxanthin",,,,,
NHPID_DSLD_NMCD0482331,DA0179929,natural Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179930,Zanthin natural Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179931,Astaxanthin Complex,,,,,
NHPID_DSLD_NMCD0482331,DA0179932,"Dihydroxy-3,3' dioxo-4,4' bêta-carotène",,,,,
NHPID_DSLD_NMCD0482331,DA0179933,BioAstin,,,,,
NHPID_DSLD_NMCD0482331,DA0179934,Astaxanthin,"C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565",,,,
NHPID_DSLD_NMCD0482331,DA0179935,astaxanthin,"C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565, C0052565",,,,
NHPID_DSLD_NMCD0482331,DA0179936,Astaxanthin Esterified,,,,,
NHPID_DSLD_NMCD0482331,DA0179937,Astaxanthin extract,,,,,
NHPID_DSLD_NMCD0482331,DA0179938,Microalgue,,,,,
NHPID_DSLD_NMCD0482331,DA0179939,AstaPure Pure Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179940,Microalgae,"C2936330, C2936330, C2936330, C2936330",,,,
NHPID_DSLD_NMCD0482331,DA0179941,extract Haematococcus pluvialis microalgae,,,,,
NHPID_DSLD_NMCD0482331,DA0179942, Haematococcus pluvialis,,,,,
NHPID_DSLD_NMCD0482331,DA0179943,Ovoester,,,,,
NHPID_DSLD_NMCD0482331,DA0179944,ASTAPURE Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179945,Astaxantina,C0052565,,,,
NHPID_DSLD_NMCD0482331,DA0179946,BioAstin Hawaiian Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179947,AstaREAL,,,,,
NHPID_DSLD_NMCD0482331,DA0179948,Total Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179949,supplying Astaxanthin extract,,,,,
NHPID_DSLD_NMCD0482331,DA0179950,"3R,3'R-astaxanthin",,,,,
NHPID_DSLD_NMCD0482331,DA0179952,Astaxanthine,"C0052565, C0052565, C0052565, C0052565, C0052565",,,,
NHPID_DSLD_NMCD0482331,DA0179953,esterified Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179955,pure Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179956,Micro-Algue,,,,,
NHPID_DSLD_NMCD0482331,DA0179957,AstaREAL natural Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179958,natural Hawaiian Astaxanthin,,,,,
NHPID_DSLD_NMCD0482331,DA0179959,AstaReal Astaxanthin,,,,,
NHPID_DSLD_NMCD0482339,DA0179974,microencapsulated B. coagulans,,,,,
NHPID_DSLD_NMCD0482339,DA0179975,L. sporogenes,,,,,
NHPID_DSLD_NMCD0482339,DA0179976,Bacillus coagulans bacteria,,,,,
NHPID_DSLD_NMCD0482339,DA0179977,ProbioActive,,,,,
NHPID_DSLD_NMCD0482339,DA0179978,"BC30 Bacillus coagulans GBl-30, 6086",,,,,
NHPID_DSLD_NMCD0482339,DA0179979,Unique -2,,,,,
NHPID_DSLD_NMCD0482339,DA0179980,Probiotic,"C0525033, C0525033, C0525033, C0525033, C0525033, C0525033",,,,
NHPID_DSLD_NMCD0482339,DA0179981,GanedenBC30,,,,,
NHPID_DSLD_NMCD0482339,DA0179982,Bacillus Coagulans,"C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879",,,,
NHPID_DSLD_NMCD0482339,DA0179983,Bactéries Bacilles,,,,,
NHPID_DSLD_NMCD0482339,DA0179984,Lactospore Lactobacillus sporogenes,,,,,
NHPID_DSLD_NMCD0482339,DA0179985,Bacillus coagulans,"C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879",,,,
NHPID_DSLD_NMCD0482339,DA0179986,Bacillus coagulans probiotic,,,,,
NHPID_DSLD_NMCD0482339,DA0179987,Bacillus coagulans -2,,,,,
NHPID_DSLD_NMCD0482339,DA0179988,Uniqui -2,,,,,
NHPID_DSLD_NMCD0482339,DA0179989,L-Sporogenes,,,,,
NHPID_DSLD_NMCD0482339,DA0179990,L. Sporogenes,,,,,
NHPID_DSLD_NMCD0482339,DA0179991,ProDura BC-30 Bacillus coagulans,,,,,
NHPID_DSLD_NMCD0482339,DA0179992,Bacillus coagulans SNZ1969,,,,,
NHPID_DSLD_NMCD0482339,DA0179993,Bacillus coagulans Unique -2,,,,,
NHPID_DSLD_NMCD0482339,DA0179995,Lactobacillus sporogenes,"C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879",,,,
NHPID_DSLD_NMCD0482339,DA0179997,"BC30 Bacillus coagulans GBI-30, 6086",,,,,
NHPID_DSLD_NMCD0482339,DA0179998,B. coagulans LactoSpore,,,,,
NHPID_DSLD_NMCD0482339,DA0179999,Bacillus Probiotics,,,,,
NHPID_DSLD_NMCD0482339,DA0180000,B. coagulans probiotic,,,,,
NHPID_DSLD_NMCD0482339,DA0180001,Bacillus Bacteria,,,,,
NHPID_DSLD_NMCD0482339,DA0180002,Bacillus coagulans 5,,,,,
NHPID_DSLD_NMCD0482339,DA0180003,Unique -2 Bacillus Coagulans,,,,,
NHPID_DSLD_NMCD0482339,DA0180004,Probiotique,,,,,
NHPID_DSLD_NMCD0482339,DA0180005,LactoSpore,,,,,
NHPID_DSLD_NMCD0482339,DA0180006,LactoSpore probiotics,,,,,
NHPID_DSLD_NMCD0482339,DA0180007,Lactospore Bacillus coagulans MTCC5856,,,,,
NHPID_DSLD_NMCD0482339,DA0180008,Bactérie Gram Positive en Forme de Bâtonnet,,,,,
NHPID_DSLD_NMCD0482339,DA0180011,B. coagulans,,,,,
NHPID_DSLD_NMCD0482339,DA0180012,-2,"C0439077, C0439077, C0439077",,,,
NHPID_DSLD_NMCD0482339,DA0180013,Bacillus coagulans HC,,,,,
NHPID_DSLD_NMCD0482339,DA0180014,Lactobacillus Sporogènes,,,,,
NHPID_DSLD_NMCD0482339,DA0180015,Gram Positive Spore-Forming Rod,,,,,
NHPID_DSLD_NMCD0482339,DA0180016,Bacillus coagulans-MTCC5856,,,,,
NHPID_DSLD_NMCD0482339,DA0180017,Bactéries à Gram Positif Sporogènes,,,,,
NHPID_DSLD_NMCD0482339,DA0180018,Bacillus coagulans MTCC 5856,,,,,
NHPID_DSLD_NMCD0482339,DA0180019,Spore-Forming Lactobacillus,,,,,
NHPID_DSLD_NMCD0482339,DA0180020,Lactobacillus Sporogenes,"C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879, C0314879",,,,
NHPID_DSLD_NMCD0482339,DA0180021,Lactospore Bacillus coagulans,,,,,
NHPID_DSLD_NMCD0482339,DA0180022,Bacillus Coagulans Lactospores,,,,,
NHPID_DSLD_NMCD0482339,DA0180023,Lb. sporogenes,,,,,
NHPID_DSLD_NMCD0482339,DA0180024,Lactospore L. sporogenes,,,,,
NHPID_DSLD_NMCD0482339,DA0180025,B. Coagulans,,,,,
NMCD_DSLD_NHPID0482375,DA0180779,B. lactis HDS,,,,,
NMCD_DSLD_NHPID0482375,DA0180780,Bi-26,,,,,
NMCD_DSLD_NHPID0482375,DA0180781,B. animalis,,,,,
NMCD_DSLD_NHPID0482375,DA0180782,Bifidobacterium animalis ssp. Lactis,C1001866,,,,
NMCD_DSLD_NHPID0482375,DA0180783,Bifidobacterium,"C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380",,,,
NMCD_DSLD_NHPID0482375,DA0180784,Probiotic,"C0525033, C0525033, C0525033, C0525033, C0525033, C0525033",,,,
NMCD_DSLD_NHPID0482375,DA0180785,Bifidobacteria Bifidus,,,,,
NMCD_DSLD_NHPID0482375,DA0180786,CUL-69,,,,,
NMCD_DSLD_NHPID0482375,DA0180787,B. lactis/bifidum HDS,,,,,
NMCD_DSLD_NHPID0482375,DA0180788,B. Bifidum,,,,,
NMCD_DSLD_NHPID0482375,DA0180789,Bifido Bacterium Longum,,,,,
NMCD_DSLD_NHPID0482375,DA0180790,Bl-07,,,,,
NMCD_DSLD_NHPID0482375,DA0180791,"Bifidobacteria (B. longum, B. infantis, B. breve)",,,,,
NMCD_DSLD_NHPID0482375,DA0180792,BB-12 Bifidobacterium,,,,,
NMCD_DSLD_NHPID0482375,DA0180793,B. infantis HDS,,,,,
NMCD_DSLD_NHPID0482375,DA0180794,Bifidobactérie,,,,,
NMCD_DSLD_NHPID0482375,DA0180795,Bifidobacterium Brevis,,,,,
NMCD_DSLD_NHPID0482375,DA0180796,Bifidus Infantis,,,,,
NMCD_DSLD_NHPID0482375,DA0180797,Bifidus Brevis,,,,,
NMCD_DSLD_NHPID0482375,DA0180798,Bifidobacterium animalis sub. lactis,,,,,
NMCD_DSLD_NHPID0482375,DA0180799,B. bifidum BB01,,,,,
NMCD_DSLD_NHPID0482375,DA0180800,Bifidobacterium breve,"C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975, C0314975",,,,
NMCD_DSLD_NHPID0482375,DA0180801,bifidobacterium,"C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380, C0005380",,,,
NMCD_DSLD_NHPID0482375,DA0180802,B. breve BR03,,,,,
NMCD_DSLD_NHPID0482375,DA0180803,"B. lactis, BB-12",,,,,
NMCD_DSLD_NHPID0482375,DA0180804,Bifidobacterium infantis,"C0314976, C0314976, C0314976, C0314976, C0314976, C0314976, C0314976, C0314976, C0314976, C0314976, C2733014, C2733014, C2733014, C2733014, C2733014, C2733014, C2733014, C2733014, C2733014, C4019097",,,,
NMCD_DSLD_NHPID0482375,DA0180805,B. lactis SD-5220,,,,,
NMCD_DSLD_NHPID0482375,DA0180806,B. lactis,,,,,
NMCD_DSLD_NHPID0482375,DA0180807,B. longum #1,,,,,
NMCD_DSLD_NHPID0482375,DA0180808,Bifidobacterium bifidum,"C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974, C0314974",,,,
NMCD_DSLD_NHPID0482375,DA0180809,Bifidobacterias,,,,,
NMCD_DSLD_NHPID0482375,DA0180810,B. animalis subsp. lactis,,,,,
NMCD_DSLD_NHPID0482375,DA0180811,B. bifidum Bb-02,,,,,
NMCD_DSLD_NHPID0482375,DA0180812,Bifido Bacterium longum,,,,,
NMCD_DSLD_NHPID0482375,DA0180813,B. bifidum,,,,,
NMCD_DSLD_NHPID0482375,DA0180814,Bl-04,,,,,
NMCD_DSLD_NHPID0482375,DA0180815,B. longum BL50,,,,,
NMCD_DSLD_NHPID0482375,DA0180816,B. lactis [Bl-04],,,,,
NMCD_DSLD_NHPID0482375,DA0180817,B. longum B,,,,,
NMCD_DSLD_NHPID0482375,DA0180818,Bifido,,,,,
NMCD_DSLD_NHPID0482375,DA0180821,B. lactis BI-04,,,,,
NMCD_DSLD_NHPID0482375,DA0180822,Bifidobacterium adolescentis,"C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972, C0314972",,,,
NMCD_DSLD_NHPID0482375,DA0180823,B. Breve,,,,,
NMCD_DSLD_NHPID0482375,DA0180824,Bifidobacterium Regularis,,,,,
NMCD_DSLD_NHPID0482375,DA0180825,B. longum #2,,,,,
NMCD_DSLD_NHPID0482375,DA0180826,B. breve -16V,,,,,
NMCD_DSLD_NHPID0482375,DA0180828,BB-12 Bifidobacterium lactis,,,,,
NMCD_DSLD_NHPID0482375,DA0180829,B. Lactis,,,,,
NMCD_DSLD_NHPID0482375,DA0180830,Bifidobacterium lactis,"C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866",,,,
NMCD_DSLD_NHPID0482375,DA0180831,B. lactis BL04,,,,,
NMCD_DSLD_NHPID0482375,DA0180833,Probiotique,,,,,
NMCD_DSLD_NHPID0482375,DA0180834,Lactobacillus Bifidus,"C0772177, C0772177",,,,
NMCD_DSLD_NHPID0482375,DA0180835,Bifidobacter lactis,,,,,
NMCD_DSLD_NHPID0482375,DA0180836,Bifidobactéries,,,,,
NMCD_DSLD_NHPID0482375,DA0180837,Bifidobacterium longum,"C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977, C0314977",,,,
NMCD_DSLD_NHPID0482375,DA0180838,Bifidobacterium animalis,"C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866, C1001866",,,,
NMCD_DSLD_NHPID0482375,DA0180839,B. lactis Bl-04,,,,,
NMCD_DSLD_NHPID0482375,DA0180840,CUL-34,,,,,
NMCD_DSLD_NHPID0482375,DA0180841,L. Bifidus,,,,,
NMCD_DSLD_NHPID0482375,DA0180842,Bifidus,C2945711,,,,
NMCD_DSLD_NHPID0482375,DA0180843,B. lactis BS-01,,,,,
NMCD_DSLD_NHPID0482375,DA0180844,B. lactis HN019,,,,,
NMCD_DSLD_NHPID0482375,DA0180845,B. breve Br-03,,,,,
NMCD_DSLD_NHPID0482375,DA0180846,B. Longum,,,,,
NMCD_DSLD_NHPID0482375,DA0180847,Bb-02,,,,,
NMCD_DSLD_NHPID0482375,DA0180848,B. longum,,,,,
NMCD_DSLD_NHPID0482375,DA0180849,B. Infantis,,,,,
NMCD_DSLD_NHPID0482375,DA0180850,B.breve,,,,,
NMCD_DSLD_NHPID0482375,DA0180851,CUL 34,,,,,
NMCD_DSLD_NHPID0482375,DA0180852,B. breve,,,,,
NMCD_DSLD_NHPID0482375,DA0180853,Bifidobacterium Animalis DN-173 010,,,,,
NMCD_DSLD_NHPID0482375,DA0180854,B. longum BB536,,,,,
NMCD_DSLD_NHPID0482375,DA0180855,Bifidobacterium animalis subsp. lactis,C1001866,,,,
NMCD_DSLD_NHPID0482375,DA0180856,Bifidus Longum,,,,,
NMCD_DSLD_NHPID0482375,DA0180857,Bifidum,,,,,
DSLD_NMCD0482401,DA0181043,Blackberry seed extract,,,,,
DSLD_NMCD0482401,DA0181044,Blackberry extract,,,,,
DSLD_NMCD0482401,DA0181045,Rubus armeniacus,C3902318,,,,
DSLD_NMCD0482401,DA0181046,Rubi Fruticosi Folium,,,,,
DSLD_NMCD0482401,DA0181047,Rubus millspaughii,,,,,
DSLD_NMCD0482401,DA0181048,FoodState Black Elderberry,,,,,
DSLD_NMCD0482401,DA0181049,Rubus affinis,,,,,
DSLD_NMCD0482401,DA0181050,Blackberry young shoot extract,,,,,
DSLD_NMCD0482401,DA0181051,Rubus canadensis,C1085588,,,,
DSLD_NMCD0482401,DA0181052,Blackberries extract,,,,,
DSLD_NMCD0482401,DA0181053,organic Blackberries,,,,,
DSLD_NMCD0482401,DA0181054,Rubus Fruitcosus,,,,,
DSLD_NMCD0482401,DA0181055,Blackberries,"C0453270, C0453270, C0453270, C0453270, C0453270",,,,
DSLD_NMCD0482401,DA0181057,Blackberry concentrate,,,,,
DSLD_NMCD0482401,DA0181058,Rubus laciniatus,C3971262,,,,
DSLD_NMCD0482401,DA0181059,organic Blackberry,,,,,
DSLD_NMCD0482401,DA0181060,Mûrier,C0330540,,,,
DSLD_NMCD0482401,DA0181061,Blackberry organic fruit powder,,,,,
DSLD_NMCD0482401,DA0181062,Goutberry,,,,,
DSLD_NMCD0482401,DA0181063,Black Berry,,,,,
DSLD_NMCD0482401,DA0181064,Blackberry powder,,,,,
DSLD_NMCD0482401,DA0181065,Rubus spp.,,,,,
DSLD_NMCD0482401,DA0181066,berry,"C0005135, C0005135, C0005135, C0005135, C0005135, C0005135, C0005135, C0982158, C3495134, C3495134",,,,
DSLD_NMCD0482401,DA0181067,Thimbleberry,,,,,
DSLD_NMCD0482401,DA0181068,Blackberry Fruit Powder,,,,,
DSLD_NMCD0482401,DA0181069,Rubi Fruticosi Radix,,,,,
DSLD_NMCD0482401,DA0181070,Blackberry fruit extract,,,,,
DSLD_NMCD0482401,DA0181071,Blackberry Juice,,,,,
DSLD_NMCD0482401,DA0181072,Blackberry fruit pdr.,,,,,
DSLD_NMCD0482401,DA0181073,Blackberry fruit concentrate,,,,,
DSLD_NMCD0482401,DA0181074,Blackberry,"C0453270, C0453270, C0453270, C0453270, C0453270, C0453270, C0453270, C1337200, C1337200, C1613423, C1613423, C2740597, C2740597, C2746058",,,,
DSLD_NMCD0482401,DA0181075,infusion Rubus armeniacus,,,,,
DSLD_NMCD0482401,DA0181076,Ronce Laciniée,,,,,
DSLD_NMCD0482401,DA0181077,Freeze Dried Blackberries,,,,,
DSLD_NMCD0482401,DA0181078,Ronce Commune,,,,,
DSLD_NMCD0482401,DA0181080,organic Blackberry powder,,,,,
DSLD_NMCD0482401,DA0181081,Zarzamora,"C0453270, C0453270",,,,
DSLD_NMCD0482401,DA0181082,organic raw freeze dried Blackberry,,,,,
DSLD_NMCD0482401,DA0181083,Chinese Blackberry extract,,,,,
DSLD_NMCD0482401,DA0181084,Ronce du Canada,,,,,
DSLD_NMCD0482401,DA0181085,Rubus fruticosus,"C1441163, C1441163, C1441163, C1441163, C1504079",,,,
DSLD_NMCD0482401,DA0181086,Blackberry juice concentrate,,,,,
DSLD_NMCD0482401,DA0181087,Blackberry fruit juice concentrate,,,,,
DSLD_NMCD0482401,DA0181089,Bramble,,,,,
DSLD_NMCD0482401,DA0181090,Feuilles de Mûrier,,,,,
DSLD_NMCD0482401,DA0181091,Blackberry leaf extract,,,,,
DSLD_NMCD0482401,DA0181092,Blackberry ext.,,,,,
DSLD_NMCD0482401,DA0181093,Blackberry juice powder,,,,,
DSLD_NMCD0482401,DA0181094,Mûre Sauvage,,,,,
DSLD_NMCD0482401,DA0181095,Feuilles de Ronce,,,,,
DSLD_NMCD0482401,DA0181096,Mûre,,,,,
DSLD_NMCD0482401,DA0181097,Rubus plicatus,C1504079,,,,
DSLD_NMCD0482401,DA0181098,certified organic Blackberry fruit powder,,,,,
DSLD_NMCD0482401,DA0181099,Dewberry,,,,,
DSLD0482402,DA0181100,seaweed,"C0036500, C0036500, C0036500, C1744682, C1744682, C1744682, C1744682, C3256731",,,,
DSLD0482402,DA0181101,Rockweed,,,,,
DSLD0482402,DA0181102,North Atlantic Kelp,,,,,
DSLD0482402,DA0181103,Kelp/Bladderwrack,,,,,
DSLD0482402,DA0181104,organic Rockweed powder,,,,,
DSLD0482402,DA0181105,Bladderwrack,"C0772285, C1083174",,,,
DSLD0482402,DA0181106,Bladderwrack Algae,,,,,
DSLD0482402,DA0181107,Fucus vesiculosus,"C1083174, C1083174, C1083174, C1083174, C1083174, C1083174, C1083174, C3484464, C3484464, C3484464, C3484464",,,,
DSLD0482402,DA0181108,Bladderwrack Seaweed extract,,,,,
DSLD0482402,DA0181109,organic Rockweed,,,,,
DSLD0482402,DA0181110,Bladderwrack extract,"C3484464, C3484464",,,,
DSLD0482402,DA0181111,Bladderwrack dry extract,,,,,
DSLD0482402,DA0181112,Bladderwrack plant powder,,,,,
DSLD0482402,DA0181113,Kelpware thallus extract,,,,,
DSLD0482402,DA0181114,Sea Kelp,,,,,
DSLD0482402,DA0181115,whole plant,,,,,
DSLD0482402,DA0181116,Atlantic Kelp powder,,,,,
DSLD0482402,DA0181117,Bladderwrack Thallus,,,,,
DSLD0482402,DA0181118,Bladderwrack Kelp extract,,,,,
DSLD0482402,DA0181119,Norwegian Kelp,,,,,
DSLD0482402,DA0181120,Bladderwrack thallus extract,,,,,
